name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost for two,Cost For Person
hottey smokey,Yes,No,3.8  out of 5,83,+91 7019919639,"ITPL Main Road, Whitefield",Food Court,"Chicken Shashlik, Pasta, Veg Sizzler","Continental, Fast Food",500,250.0
artinci artisanal ice cream,Yes,No,4.0  out of 5,58,"+91 7338131444
+91 8660691998",Whitefield,Dessert Parlor,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams","Desserts, Ice Cream",300,150.0
eatzgreen,Yes,No,3.8  out of 5,61,"+91 8043020905
+91 9945737438",Marathahalli,Quick Bites,"Paratha, Thali","Healthy Food, South Indian, Fast Food, North Indian, Beverages",500,250.0
bobacha,Yes,No,4.1  out of 5,82,+91 8028026515,Whitefield,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea","Beverages, Bubble Tea, Tea",300,150.0
abhiruchi andhra mess,Yes,No,3.1  out of 5,61,+91 9620845229,Whitefield,Mess,Chicken Biryani,"Andhra, Biryani, South Indian",300,150.0
mad over donuts,Yes,No,4.2  out of 5,372,+91 8067266398,Whitefield,Food Court,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate","Bakery, Desserts, Beverages",450,225.0
nasi and mee,Yes,Yes,4.4  out of 5,907,080 49653460,Whitefield,Casual Dining,"Noodles, Dumplings, Jumbo Prawns, Nasi Goreng, Papaya Salad, Sushi, Momos","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000,500.0
tandoor box,Yes,No,3.5  out of 5,69,080 41566645,Brookefield,Casual Dining,"Dal Makhani, Butter Chicken, Tandoori Momos","Mughlai, North Indian, Biryani",850,425.0
you mee,Yes,No,4.7  out of 5,277,+91 9315403715,Whitefield,Casual Dining,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry","Sushi, Japanese, Chinese, Thai",2000,1000.0
ka53,Yes,No,3.9  out of 5,45,080 49652151,Whitefield,Delivery,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice","North Indian, Chinese",300,150.0
smoor,Yes,No,4.4  out of 5,390,"080 67266138
080 49626138",Whitefield,"Dessert Parlor, Cafe","Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate","Desserts, Cafe, Continental",700,350.0
the grilled & fried,Yes,No,3.3  out of 5,130,+91 9986057577,Whitefield,Quick Bites,"Potato Fries, Chicken Curry",Fast Food,300,150.0
the egg factory,Yes,No,4.0  out of 5,742,080 41289056,Whitefield,Casual Dining,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette","Continental, American",750,375.0
ooh la la,Yes,No,3.7  out of 5,130,"+91 7348849855
+91 9902577363",Whitefield,Delivery,Paneer Manchurian,"North Indian, Biryani",500,250.0
keventers,Yes,No,2.9  out of 5,79,"080 67266051
080 49626851",Whitefield,Food Court,"Thick Shakes, Rasmalai, Milk Shake","Beverages, Desserts, Ice Cream",400,200.0
shan-e-punjabi express,Yes,No,3.1  out of 5,76,"+91 9945993405
+91 8065623405",Whitefield,Quick Bites,Chicken Biryani,North Indian,400,200.0
raapchick,Yes,No,3.6  out of 5,49,"080 41717785
+91 9571153004",Brookefield,Quick Bites,Burgers,"Fast Food, Burger",300,150.0
masala chai,Yes,No,4.1  out of 5,196,"080 49545043
+91 8073696078",Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",250,125.0
petuk,Yes,No,3.7  out of 5,78,"+91 9066497044
+91 9066497105",Whitefield,Quick Bites,"Biryani, Fish, Mughlai Paratha","Bengali, North Indian, Chinese, Biryani",400,200.0
chai galli,Yes,No,4.1  out of 5,826,"+91 8041314000
+91 9980516040",Brookefield,Cafe,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Sandwiches","Cafe, Street Food",300,150.0
little onnion,Yes,No,3.8  out of 5,133,"+91 7780502068
+91 9963081629","ITPL Main Road, Whitefield",Casual Dining,"Vegetable Biryani, Dum Biryani, Kheer","Biryani, Andhra",500,250.0
toscano,Yes,Yes,4.2  out of 5,1038,"+91 7619320072
+91 8123430127",Whitefield,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Wine","Italian, Salad",1500,750.0
happy endings,Yes,No,4.1  out of 5,180,"+91 8123367003
080 28026543","ITPL Main Road, Whitefield","Bakery, Dessert Parlor","Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes","Bakery, Desserts",300,150.0
biggies burger 'n' more,Yes,No,4.0  out of 5,298,"+91 8884413444
+91 9880762237",Brookefield,Quick Bites,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger","Cafe, Burger, Fast Food",400,200.0
chefactory gold by flechazo,Yes,No,3.7  out of 5,354,+91 9513758714,Whitefield,Casual Dining,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms","North Indian, Biryani",700,350.0
domino's pizza,Yes,No,3.0  out of 5,304,"080 28419555
18602100000","ITPL Main Road, Whitefield",Quick Bites,Pizza,"Pizza, Fast Food",400,200.0
nagas,Yes,No,3.4  out of 5,96,+91 9745711666,Whitefield,Food Court,"Biryani, Chilli Chicken","Andhra, South Indian, Hyderabadi",500,250.0
punjab bistro,Yes,Yes,4.2  out of 5,84,"080 67266610
+91 8951240405",Whitefield,Casual Dining,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",North Indian,1500,750.0
new punjabi tasty khana,Yes,No,3.0  out of 5,176,"+91 9164859311
+91 9164871033",Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani","North Indian, Biryani, Chinese",400,200.0
enchanted garden,Yes,Yes,4.3  out of 5,476,080 49653145,Whitefield,"Casual Dining, Cafe","Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400,700.0
frozen bottle,Yes,No,3.8  out of 5,73,080 40931757,Brookefield,Beverage Shop,Cake Jar,"Beverages, Desserts",400,200.0
aryan's kitchen,Yes,No,3.1  out of 5,97,"+91 8088880806
+91 8088880804",Whitefield,Quick Bites,"Chaat, Burgers","North Indian, Fast Food",500,250.0
innerchef,Yes,No,3.7  out of 5,176,"+91 7975788662
+91 8722274796",Whitefield,Delivery,"Salads, Butter Chicken Roll, Chocolate Cake, Dal Makhani, Brownie, Paratha, Pasta","North Indian, Continental",500,250.0
shizusan shophouse & bar,Yes,Yes,4.4  out of 5,1313,"080 67266655
080 49626655",Whitefield,"Casual Dining, Bar","California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800,900.0
thanco's natural ice cream,Yes,No,3.7  out of 5,69,"+91 7259644220
080 48520170",Whitefield,Dessert Parlor,Tender Coconut Ice Cream,"Ice Cream, Desserts",450,225.0
tall blonde french,Yes,No,3.6  out of 5,83,+91 9731100111,Brookefield,Quick Bites,"French Fries, Peri Peri Fries",Fast Food,400,200.0
whitefield social,Yes,No,4.1  out of 5,2773,"+91 8049626661
+91 9886252234",Whitefield,Pub,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma","American, North Indian, Chinese, Finger Food, Momos",1500,750.0
punjabi by nature 2.0,Yes,No,4.2  out of 5,489,"080 61224788
+91 7022638801",Whitefield,"Casual Dining, Microbrewery","Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",North Indian,1600,800.0
oliver's pub & diner,Yes,Yes,3.9  out of 5,548,"+91 8043691111
+91 8028026519",Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",1500,750.0
maziga,No,No,4.7  out of 5,292,+91 9606642640,Whitefield,Casual Dining,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",Modern Indian,1500,750.0
risalo pizzeria,Yes,No,4.0  out of 5,121,+91 8884449930,Brookefield,Quick Bites,"Veggie Pizza, French Fries","Pizza, Italian, Desserts",900,450.0
the wok shop,Yes,No,4.2  out of 5,221,+91 8067266088,Whitefield,Quick Bites,"Momos, Chocolate Bar, Fish, Sweet Potato Fries, Dumplings, Rice Noodles, Paneer Bao","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,250.0
mother's food,Yes,No,3.8  out of 5,63,"+91 9902496501
+91 9902496501",Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi","North Indian, Chinese",200,100.0
le charcoal,Yes,Yes,4.1  out of 5,345,"+91 7795300077
+91 7795300099",Brookefield,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish","Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600,300.0
foreign cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ©,Yes,No,3.6  out of 5,43,"+91 7975788662
+91 9945737438",Whitefield,Delivery,"Burgers, Pasta, Chicken Sandwich, Chocolate Cake",Continental,500,250.0
taste of india family restaurant,Yes,No,3.2  out of 5,232,"+91 8048516198
+91 9972548534",Whitefield,Quick Bites,"Mutton Biryani, Roti","North Indian, South Indian",400,200.0
the whitefield arms pub & microbrewery,Yes,Yes,4.2  out of 5,1113,080 49653340,Whitefield,"Pub, Microbrewery","Beer, Chicken Tikka, Cosmopolitan, Burgers, Cocktails, Mocktails, Pudding","British, Continental, BBQ",1600,800.0
cafe thulp,Yes,No,3.6  out of 5,57,"+91 8892894103
+91 7204273213","ITPL Main Road, Whitefield",Cafe,"Burgers, Pasta Alfredo, Pulled Pork Burger, Pizza","Cafe, Burger, Italian, Salad",1000,500.0
hotel manu residency,Yes,No,3.8  out of 5,201,"+91 8971833337
+91 8971433337",Whitefield,Casual Dining,"Noodles, Andhra Meal","Andhra, North Indian, Chinese, Biryani",550,275.0
rolls & bowls,Yes,No,4.5  out of 5,156,+91 9845680750,Brookefield,Quick Bites,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian","Rolls, Chinese",250,125.0
yumyumsouth,Yes,No,3.5  out of 5,50,"+91 9945737438
+91 8722274796",Whitefield,Delivery,Lemon Rice,South Indian,600,300.0
the wok,Yes,No,2.8  out of 5,89,"080 41604444
080 41604443",Whitefield,Food Court,"Momos, Chop Suey","Chinese, Momos",500,250.0
cafesta,Yes,No,4.3  out of 5,590,+91 8448630631,Whitefield,Cafe,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",550,275.0
andhra ruchulu,Yes,No,3.5  out of 5,108,080 48650460,Brookefield,Food Court,Biryani Combo,"Andhra, North Indian, Chinese, Biryani",500,250.0
the beer cafe,Yes,Yes,4.1  out of 5,673,+91 8929188573,Whitefield,Pub,"Cocktails, Wheat Beer, Bruschettas, Pasta, Burgers, Supreme Pizza, Nachos","Finger Food, North Indian, Chinese, Italian",1400,700.0
petoo,Yes,No,4.0  out of 5,143,+91 9845008658,Whitefield,Casual Dining,"Biryani, Gulab Jamun, Pav Bhaji","North Indian, Fast Food, Street Food",800,400.0
windy- taste of home,Yes,Yes,3.6  out of 5,112,+91 8660884642,Whitefield,Quick Bites,"Thali, Biryani, Aloo Paratha",North Indian,300,150.0
the chocolate heaven,Yes,No,3.1  out of 5,186,080 28029534,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries","Desserts, Cafe",600,300.0
harry's bar + cafe,Yes,Yes,4.1  out of 5,1218,"+91 7676924054
+91 9137153744",Whitefield,Pub,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings","Asian, American, Mexican",1200,600.0
angaar biriyani,Yes,No,3.7  out of 5,92,"+91 7348948505
+91 7348959404",Whitefield,Quick Bites,Paneer Biryani,"Biryani, Chinese, Fast Food",400,200.0
purani dehli,Yes,No,2.6  out of 5,60,+91 8861351894,Whitefield,Food Court,"Chaat, Chole Bhature, Lassi, Paratha, Chhole Bhature, Panipuri, Raj Kachori","North Indian, Street Food",600,300.0
radha rani,Yes,No,3.4  out of 5,252,"+91 8792449564
+91 9886595975",Brookefield,Quick Bites,"Fish, Veg Thali, Biryani","Bengali, North Indian, Chinese",400,200.0
sbarro,No,No,3.3  out of 5,82,"080 65690909
+91 9945801140",Whitefield,Food Court,"Garlic Bread, Pasta, Cheesy Pizza",Pizza,500,250.0
sherlock's pub,Yes,Yes,3.3  out of 5,273,"+91 9731567291
+91 9731567064",Brookefield,"Pub, Casual Dining","Beer, Pasta, Pepper Chicken, Cocktails, Onion Rings, Mocktails, Supreme Pizza","Continental, North Indian, Chinese",1500,750.0
treatley,Yes,No,3.1  out of 5,425,"+91 7406670771
+91 7406667474",Whitefield,Delivery,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala","North Indian, Fast Food",500,250.0
foodishq,Yes,No,3.7  out of 5,72,+91 7624938348,Whitefield,Quick Bites,"Lassi, Paratha, Paneer Bhurji",North Indian,450,225.0
haagen dazs,Yes,No,3.9  out of 5,145,"+91 9035883020
+91 7619114498",Whitefield,Dessert Parlor,"Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae","Desserts, Ice Cream",800,400.0
lemon krust,Yes,No,4.0  out of 5,39,080 43365266,Whitefield,Bakery,"Cup Cake, Brownie","Bakery, Fast Food",150,75.0
amoeba sports bar,Yes,Yes,3.9  out of 5,578,"+91 9845555740
+91 9886743857",Whitefield,"Lounge, Bar","Pasta, Fish, Beer, Chicken Wings, Mocktails, Gulab Jamun, Lunch Buffet","Continental, Chinese",1000,500.0
amaravati authentic andhra restaurant,No,No,3.1  out of 5,149,"080 41288838
00 41288848",Brookefield,Casual Dining,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Biryani",600,300.0
kabab mandra,No,No,2.7  out of 5,165,080 28533041,Whitefield,Quick Bites,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan","North Indian, Chinese",300,150.0
chinese street,Yes,No,3.1  out of 5,134,"+91 9900079000
+91 8048657907",Whitefield,Casual Dining,"Manchurian, Chop Suey, Chilli Paneer, Hunan Chicken",Chinese,650,325.0
kaka food corner,Yes,No,3.4  out of 5,89,+91 8955983048,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300,150.0
dilli galli,Yes,No,3.6  out of 5,43,+91 7093947020,Whitefield,Quick Bites,"Chole Bhature, Paratha",North Indian,200,100.0
the punjabi park,Yes,No,3.5  out of 5,31,+91 9342802326,Whitefield,Casual Dining,"Butter Naan, French Fries",North Indian,500,250.0
brilram's balaji bhavan,No,No,3.9  out of 5,141,"+91 9742953541
+91 7899401836",Whitefield,Casual Dining,"Kulcha, Chole Bhature, Chaat, Paneer Tikka Masala, Coffee","South Indian, North Indian, Chinese",700,350.0
vegtaurant,Yes,No,3.7  out of 5,88,+91 8904482282,Whitefield,Quick Bites,Paratha,"North Indian, Chinese",300,150.0
crunchie corner,Yes,No,4.0  out of 5,46,+91 9538381716,Brookefield,Quick Bites,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts",450,225.0
marigold fine dine restaurant,No,Yes,4.0  out of 5,292,"+91 7899827277
080 61329696",Whitefield,Casual Dining,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse","Continental, Asian",1500,750.0
treat restaurant,Yes,No,2.8  out of 5,32,"+91 8547350717
+91 8553376966",Whitefield,Quick Bites,"Appam, Egg Curry","South Indian, North Indian, Chinese, Kerala",400,200.0
aashish foods,Yes,No,2.7  out of 5,35,"+91 9538895098
+91 9686522664",Brookefield,Quick Bites,Paratha,North Indian,150,75.0
lulu's bakery & fast food,Yes,No,3.6  out of 5,84,"+91 7338266688
+91 7338366688",KR Puram,Quick Bites,"Biryani, Shawarma","North Indian, Chinese, Street Food",300,150.0
smoke - the sizzler house,No,No,3.6  out of 5,171,+91 7795483456,Whitefield,Casual Dining,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik","Continental, North Indian, Chinese, BBQ",800,400.0
suryawanshi,Yes,No,4.2  out of 5,938,"080 41229678
+91 9738019048",Whitefield,Casual Dining,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi","Maharashtrian, Seafood",700,350.0
oregano soul food,Yes,No,4.1  out of 5,142,+91 8867266627,Whitefield,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Cafe,700,350.0
the kim chi chef,Yes,No,4.0  out of 5,210,+91 8892494435,Whitefield,Casual Dining,"Noodle, Momos, Manchow Soup","Chinese, Thai, Momos",900,450.0
taishty,Yes,No,3.7  out of 5,66,+91 9686922010,Whitefield,Quick Bites,Paratha,North Indian,200,100.0
biting junction,Yes,No,3.9  out of 5,119,"+91 7829376658
+91 7829376659",Whitefield,Quick Bites,"Mutton Curry, Kulcha, Biryani, Chicken Curry","Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350,175.0
rajdhani thali restaurant,Yes,Yes,3.9  out of 5,902,"080 67266053
080 67266054",Whitefield,Casual Dining,"Dal Kichadi, Gulab Jamun, Buttermilk, Aamras, Grand Thali, Dhokla, Jalebi","Rajasthani, Gujarati, North Indian",900,450.0
burgundy - royal orchid suites,No,Yes,3.9  out of 5,104,"+91 9731079988
+91 9632500104",Whitefield,Casual Dining,"Salads, Naan, Lunch Buffet, Dal Halwa",North Indian,1200,600.0
freshkhilao,Yes,No,3.3  out of 5,379,"080 46451111
+91 9668496860",Brookefield,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun","Chinese, North Indian, Biryani, Juices",750,375.0
andhra biryanis,Yes,No,4.0  out of 5,112,+91 7349488881,Whitefield,Casual Dining,Biryani,"Andhra, Biryani, North Indian",700,350.0
hyderabad biryaani house,Yes,No,3.6  out of 5,378,"+91 7411511194
+91 8050243033",Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",700,350.0
dilli darbar,Yes,No,3.4  out of 5,374,"+91 9742213284
+91 9591594367",Whitefield,Casual Dining,"Thali, Manchurian, Chicken Keema, Chicken Biryani, Butter Chicken, Paneer Mirch Masala, Naan","North Indian, Chinese, Biryani",500,250.0
apsara ice cream,No,No,4.0  out of 5,92,"+91 9611342202
+91 6361134496",Whitefield,Dessert Parlor,"Panipuri, Guava Ice Cream","Ice Cream, Desserts",200,100.0
bhagini iris,No,No,3.7  out of 5,115,"+91 9035222811
+91 9980447002",Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",600,300.0
oakleaf,Yes,No,3.9  out of 5,41,"080 66708888
+91 7259599711",Whitefield,Casual Dining,Salmon,"Asian, Continental, North Indian, Italian",2000,1000.0
indian tadka,Yes,No,3.7  out of 5,215,"+91 8318686385
+91 9369581602",Whitefield,Food Court,"Rice, Paratha, Chicken Tikka Biryani, Tandoori Chicken, Lassi, Dal Makhani, Punjabi Veg Thali",North Indian,700,350.0
biriyani zone,Yes,No,3.9  out of 5,393,"+91 8884440253
+91 8884440254",Whitefield,Casual Dining,"Pepper Chicken, Hyderabadi Biryani, Chicken Lollipop, Mutton Biryani, Chicken Biryani, Vegetable Noodles, Paneer Tikka Masala","Biryani, North Indian, Chinese, Seafood",800,400.0
office lunch box,Yes,No,3.6  out of 5,114,"+91 7338220909
+91 7338220808",Whitefield,Delivery,Chicken Curry,"Andhra, North Indian",200,100.0
delhi walle,No,No,3.7  out of 5,118,"+91 8867710217
+91 9845623510",Whitefield,Quick Bites,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha","North Indian, Street Food",300,150.0
izakaya gastro pub,Yes,Yes,3.8  out of 5,128,"+91 7625087121
+91 8050587483",Whitefield,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun","North Indian, Continental, Mediterranean",1200,600.0
punjabi kitchen,Yes,No,3.6  out of 5,205,"080 65970727
+91 9739559078",Whitefield,Quick Bites,"Butter Naan, Kulcha, Paratha, Butter Chicken, Shawarma, Roti, Thali","Chinese, North Indian",400,200.0
kamat yatrinivas,No,No,3.0  out of 5,241,"080 28459073
080 28459074",Whitefield,Quick Bites,"Thali, Jowar Roti, Brinjal Curry, Coffee, Buttermilk, Salad, Akki Rottis","North Indian, South Indian, Chinese",500,250.0
sorse,Yes,Yes,4.1  out of 5,982,080 49652586,Whitefield,Casual Dining,"Fish, Prawn Malai Curry, Mishti Doi, Biryani, Dhokar Dalna, Mutton Kosha, Malpua","Bengali, Seafood",750,375.0
the square table,Yes,Yes,4.2  out of 5,584,"080 28029599
+91 9717617385",Whitefield,Casual Dining,"Kadhai Murgh, Lassi, Rabri, Mutton Biryani, Malpua, Chaat, Dal Makhani","North Indian, Maharashtrian, South Indian",1000,500.0
hyderabad chefs,Yes,No,4.0  out of 5,277,"+91 9606169373
+91 9606179373",Whitefield,Casual Dining,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti","Hyderabadi, Andhra, North Indian, Chinese, South Indian",800,400.0
the fat chef,Yes,Yes,4.1  out of 5,1755,"080 40992981
080 40992982",Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Veggie Pizza, Beef Steak, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak",1400,700.0
